AlarmBoxwBorough,Address
R4832,"WINDINGWOODS LOOP & SURFSIDE PLZ, New York, NY 10307"
M8050,"PS 4  W 160 ST & AMSTERDAM AVE, New York, NY NA"
R2209,"SOUTH RAILROAD AVE & BACHE AVE, New York, NY 10306"
Q0419,"STA 209- IND A&S- BCH 22 ST-MOTT AVE, New York, NY NA"
R4662,"MC GREGOR ST AND HOLTON AVE, New York, NY 10309"
B8476,"FHR LEE AV & MC ARTHUR RD F/O BLDG 401, New York, NY 11209"
R4263,"STRAWBERRY LA & MAYBERRY PROMENADE E, New York, NY 10312"
R3795,"ROSEDALE AVE & ANACONDA RD, New York, NY 10312"
Q0111,"JFK - BLDG 77 HALMAR PERS CNTR, New York, NY NA"
R1576,"TODT HILL RD & OCEAN TERR, New York, NY 10314"
X8508,"PS 83 ANNEX 1840 BOGART AVE, New York, NY 11220"
B8552,"P.S. 216 AVE X AND EAST 1ST ST, New York, NY NA"
X8781,"PS 94 211 ST & KINGS COLLEGE PL, New York, NY NA"
R0282,"OCCIDENT AVE & SUNRISE TERRACE, New York, NY 10304"
R4284,"RYAN PL AND BAYVIEW TERRACE, New York, NY 10312"
B8682,"JAMAICA BAY RIDING ACAD-BELT PKWY, New York, NY 11236"
Q8417,"PS499 148-20 REEVES AVE, New York, NY NA"
B7093,"BMT J&Z @ CHAUNCEY ST & BWAY, New York, NY NA"
X4175,"SCHLEY AVE & THROGS NK XWAY S/B SVC RD, New York, NY 10465"
M8316,"PS 81 7 AVE & W 119 ST, New York, NY NA"
Q8184,"PS 131 84 AVE & 172 ST., New York, NY NA"
X7445,"IRT  5 -PELHAM PKWY & WILLIAMSBRIDGE RD, New York, NY 10469"
R4260,"ARDEN AVE & BLUEBERRY LA, New York, NY 10312"
X4673,"BIRCHALL AVE AND UNIONPORT RD, New York, NY 10460"
R3491,"HILLSIDE TERRACE AND LOCUST PL, New York, NY 10308"
M8241,"JHS44 COLUMBUS AVE-BTW 76 & 77 STS, New York, NY NA"
M7014,"BMT N-R @ W 23 ST & BWAY, New York, NY 10010"
B8472,"FT HAMILTON US VET HOSP 7 AV & CROSPEY A, New York, NY 11209"
Q8307,"HS OF LAW ENF NY-BREWER BLVD & 116 AVE, New York, NY NA"
R2446,"WOLVERINE ST & AMBOY RD\RICHMOND VFD, New York, NY 10306"
X2658,"SOLON PL & HAVEMEYER AVES, New York, NY 10473"
X8827,"CROSS BX EXPY W/B ABOVE WESTCHESTER CREE, New York, NY NA"
M8192,"USS INTREPID-PIER 86, New York, NY NA"
R4232,"OSAGE LA & ORCHARD LANES, New York, NY 10312"
X8811,"MT ST VINCENT ACAD. 263 ST & RIVERDALE A, New York, NY 10465"
Q8348,"HS OF GLOBAL COMM SYBILLA ST & 69 RD, New York, NY NA"
R3183,"RIDGEWAY AVE & RICHE AVE/OVFD, New York, NY 10314"
X4167,"THROGS NECK XWAY & LAFAYETTE AVE, New York, NY 10465"
M8500,"PATH STATION W 33 ST & 6 AVE, New York, NY 10001"
Q8121,"PS 40 109-20 UNION HALL ST, New York, NY NA"
X8783,"EVANDER CHILDS HS GUN HILL RD & BXWOOD, New York, NY 10467"
X8962,"MADISON AVE BRDG>>, New York, NY 10451"
Q8145,"PS 15 121 AVE. & LUCAS ST., New York, NY NA"
X4713,"LL-S END MAC CRACKEN AV-THOMPSON AV\RICH, New York, NY NA"
X7419,"IRT 2&5 - E 225 ST & WHITE PLAINS RD, New York, NY NA"
B7068,"BMT D&M @ BAY PKWY & 86 ST, New York, NY NA"
M8158,"1 AVE & 26 ST-BELLEVUE HOSP, New York, NY NA"
R3456,"WOODCUTTERS LA & AMBOY RD, New York, NY 10306"
R0482,"WHITE PLAINS AVE & SHAUGHNESSY LANE, New York, NY 10305"
B8596,"NYC EMERGCY SVC DIST S HANGAR 3 F B FIEL, New York, NY NA"
R3610,"WOODROW ROAD & ALEXANDER AVE, New York, NY 10312"
R2849,"TANGLEWOOD DR & NUTWOOD CT\RICHMOND VFD, New York, NY 10308"
R4884,"CRAIG AVE AND AMBOY RD, New York, NY 10307"
M8290,"PS 145 AMSTERDAM & 105 ST, New York, NY NA"
B7122,"BMT L @ GRAHAM AVE &  METROPOLITAN AVE, New York, NY NA"
M8200,"W SIDE HWAY OPP  W 55 ST, New York, NY NA"
X4310,"BRUCKNER EXPY SB SVC RD & ARNOW PL, New York, NY 10461"
Q6305,"NORTHERN BLVD & 240 ST, New York, NY 11363"
Q8414,"NORTH CHANNEL BRIDGE SE/SIDE, New York, NY NA"
X4095,"GEIGERICH PL-BTW LONGSTREET AV & E177 ST, New York, NY NA"
B8226,"CLARA BARTON VOC HS CLASSON AV & PRESIDE, New York, NY NA"
B8548,"PS 238, AVE P & E 8 ST, New York, NY NA"
X4631,"BRUCKNER BLVD N/B & CONNELL PL, New York, NY 10465"
M8122,"JHS 60 E 12 ST & 1 AVE, New York, NY NA"
R1522,"GANSEVOORT BLVD AND SOUTH GANNON AVE, New York, NY 10314"
M8248,"PS 6, MADISON AVE & 81 ST, New York, NY NA"
R8121,"121 PCT - 970 RICHMOND AVE - 1 FL, New York, NY NA"
Q8308,"PS161 124 ST & 101 AVE, New York, NY NA"
X8825,"1000 HUTCH RIV PKWY,E177-ST.JOSEPH SCHL, New York, NY 10465"
B7252,"IND F @ AVE X & MCDONALD AVE, New York, NY NA"
M8238,"W SIDE HWY - W 69-W 70 STS, New York, NY NA"
B7079,"BMT N @ 86 ST & W 8 ST, New York, NY NA"
R8081,"P.S. 32 BARLOW & STIEG AVE., New York, NY 10308"
R3707,"ROSSVLLE AVE & BARRY ST, New York, NY 10309"
B8523,"PS 222 QUENTIN RD & E34 ST, New York, NY 11234"
X8621,"PS 107, SEWARD & CROES AVES, New York, NY NA"
R3257,"GENESSEE AVE AND ABINGDON AVE, New York, NY 10308"
Q0430,"STA 262- IND G-R-V-  67 AVE & QUEENS BLV, New York, NY NA"
Q8073,"PS 20 142 30 BARCLAY AV UNION & BOWNE, New York, NY NA"
Q4401,"ROOSEVELT AVE BR 500' W OF COLL PT BLVD, New York, NY 11354"
X8611,"PS 53, TELLER AVE & E168 ST, New York, NY NA"
Q0042,"LGA - US AIR MAIN TERMINAL, New York, NY NA"
X4722,"OPP 30 RICHMAN PLZ-SEDWICK AV & W 176 ST, New York, NY 10453"
M8119,"JHS 71, AVE B-BTW 4 & 6 STS, New York, NY NA"
Q8045,"BENJAMIN CARDOZO HS 57 AVE & 223 ST, New York, NY 11364"
Q0411,"STA 111- BMT M- SENECA AVE & PALMETTO ST, New York, NY NA"
M8855,"PS 176 BROADWAY-W 204 ST, New York, NY NA"
X8506,"PS 49, WILLIS AVE & 140 ST, New York, NY 10454"
M8342,"PS 30 E 128 ST & 3 AVE, New York, NY NA"
M7469,"IRT SHUTTLE S - GRAND CNT STA, New York, NY NA"
B8486,"FT HAMIL RED WHITE AV N OF LEE AV FO B11, New York, NY 11209"
R2363,"MULBERRY CIR, 800' N. OF RIVINGTON AV\OC, New York, NY 10314"
Q8294,"PS 46, 219 ST & 67 AVE, New York, NY 11364"
M8348,"H HUDSON PKWY - TIEMAN-ST CLAIR PL, New York, NY 10027"
Q8120,"PS 123 145-01 119 AVE, New York, NY NA"
R3852,"HYLAN BLVD AND HEINZ AVE, New York, NY 10308"
Q0446,"STA 281- IND G-  COURT SQ- JACKSON AV, New York, NY NA"
Q8305,"PS 43 - 160 BEACH 29 STREET, New York, NY NA"
M8745,"H HUDSON PKWY - W 148 TO W 151 STS->, New York, NY 10025"
R2219,"NEW DORP LANE AND 10TH ST, New York, NY 10306"
R8707,"W SHORE XWAY N/B AT BLOOMFIELD AVE, New York, NY NA"
R0677,"MC CLEAN AND MILLS AVE, New York, NY 10305"
Q0496,"STA 196-IND A- AQUEDUCT RACE TRACK, New York, NY NA"
Q0483,"STA 83-BMT J&Z-WOODHAVEN BLVD&JAMAICA AV, New York, NY NA"
R4805,"BEDELL AND MINERVA AVES, New York, NY 10307"
B8224,"PROSPECT HEIGHTS HS CLASSON AVE & UNION, New York, NY NA"
B8121,"PS 20 NEW WILLOUGHBY AV CLERMONT & ADELP, New York, NY NA"
Q0453,"STA 453- IRT #7- 82 ST & ROOSEVELT AVE, New York, NY NA"
Q3936,"EDGE HILL PL & 244 ST, New York, NY 11362"
Q8780,"144 DR & 177 PL, New York, NY 11434"
Q8196,"PS 32 35 AVE. BTW 171 & 172 STS, New York, NY NA"
M8149,"JHS 47-225 E 23 ST.BET 2-3 AVES, New York, NY NA"
R4535,"MAIDEN LANE AND BETHEL AVE, New York, NY 10307"
R2089,"BANCROFT AND SOUTH RAILROAD AVES, New York, NY 10306"
Q4894,"26 AVE & 129 ST, New York, NY 11354"
M7021,"BMT R @ CORTLAND ST & CHURCH ST, New York, NY NA"
R1894,"HUNTER AND NORTH RAILROAD AVES, New York, NY NA"
R2212,"BURBANK AND NORTH RAILROADS AVES, New York, NY 10306"
M8012,"SI FERRY TERM-2ND FL WAITING ROOM, New York, NY 10004"
B8145,"WYCKOFF HTS HOSP ST NICHOLAS & STOCKHOLM, New York, NY NA"
Q7696,"DITMARS BLVD AND 101ST ST, New York, NY 11369"
R8021,"465 NEW DORP LA-NEW DORP HS-PRINC. OFFIC, New York, NY NA"
Q8272,"PS 13 55-01  94 ST., New York, NY 11373"
B7350,"IRT 3 @ PENNSYLVANIA & LIVONIA AVES, New York, NY 11207"
Q4387,"CYPRESS HILL ST 700' SO. OF 80 AVE, New York, NY NA"
Q0414,"STA 204-IND A&S-BCH 67 ST & RCWY FREEWAY, New York, NY NA"
Q5174,"H. HARDING EXPY S/SVC RD & 155 ST, New York, NY 11367"
X4475,"NEW ENGLAND THWY SB/SVC RD-300' N-TILLOT, New York, NY 10475"
M8332,"WARDS IS-MANHATTAN PSYC CENTER-TEL RM, New York, NY 10035"
M8739,"H HUDSON PKWY - W 134 TO W 137 STS->, New York, NY NA"
R8131,"PS 58 WESPORT ST & MARSH AVE, New York, NY NA"
R0385,"BROADWAY & WEST RALEIGH AVE, New York, NY 10310"
B7139,"BMT SHUTTLE @ FRANKLIN AVE & FULTON ST, New York, NY NA"
R4261,"STRAWBERRY LA & MAYBERRY PROM S/END, New York, NY 10308"
R2468,"TYSENS LA & AMBOY RD, New York, NY 10306"
M8029,"2 WTC AT THE MALL, New York, NY 10007"
R2231,"WINHAM AVE AND NEW DORP LANE, New York, NY 10306"
R0393,"WEST RALEIGH AVE & FREEMAN PL, New York, NY 10310"
M8307,"PS 102, 113 ST-BTW 1 & 2 AVES, New York, NY NA"
Q8416,"PS253 12-95 CENTRAL AVE-NEILSON ST, New York, NY NA"
R3298,"GIBSON AVE AND GIFFORDS LANE, New York, NY 10308"
X3280,"SACKET AVE 200' W OF EASTCHESTER RD, New York, NY 10461"
M0104,"WILLIAMS ST BTW FRANKFORT & NEW CHAMBER, New York, NY 10038"
R1341,"WOOLEY AND LATHROP AVES, New York, NY 10314"
M8137,"PS 41 W 11 ST & 6 AVE, New York, NY NA"
R1916,"FELTON ST & CASWELL LA, New York, NY 10314"
B7137,"BMT L @ E 105 ST &  FARRAGUT RD, New York, NY NA"
B8605,"CONEY IS HOSP-OCEAN PKWY & SVC RD SHORE, New York, NY NA"
X8776,"WALTON H.S. RESERVOIR AVE & 197TH ST, New York, NY NA"
Q8266,"PS196 113 ST & 71 AVE, New York, NY NA"
B8484,"FT. HAMILTON RES. STERLING DR. GRIMES RD, New York, NY 11209"
M8278,"H HUDSON PKWY - W 100 TO W 103 STS, New York, NY NA"
R8092,"P.S. 55 155 KOCH BLVD., New York, NY NA"
Q0480,"STA 80-BMT J&Z - 121 ST & JAMAICA AVE, New York, NY NA"
X4447,"HARPER AVE & BOSTON RD, New York, NY 10475"
M8190,"USS INTREPID ? BET W 45 & W 46 ST, New York, NY NA"
B8574,"P.S. 288, SURF AVE. & WEST 25TH ST, New York, NY NA"
M8449,"H HUDSON PKWY - W 81 ST TO W 83 ST, New York, NY NA"
Q0035,"AMERICAN AL-HANGER 3-DOM. TERM-VIA 94 ST, New York, NY NA"
Q0406,"STA 6-BMT N&W- 39 AVE/BEEBE AV & 31 ST, New York, NY NA"
B8466,"PS 160 5105 FT HAMILTON PWAY/51 ST, New York, NY NA"
M1822,"SUBWAY YD, 207 TO 215 ST 10 AV TO RIVER, New York, NY 10034"
R2627,"MICHELE LA & HETT AVE, New York, NY 10306"
R3847,"TENNYSON DR & FILIPE LA, New York, NY 10308"
B7180,"IND C @ KINGSTON & THROOP AVES, New York, NY NA"
B8496,"MARSHALL DR & WASHINGTON RD-FHR, New York, NY 11209"
Q8469,"PS 290 @ 55-20 METROPOLITAN AVE, New York, NY NA"
R8096,"J.H.S. 7 1270 HUGUENOT AVE., New York, NY NA"
B7034,"BMT R @ 53 ST & 4 AVE, New York, NY NA"
R2887,"LIGHTHOUSE AVE & MANOR CT\RICHMOND VFD, New York, NY 10306"
R1212,"SAND LANE AT F.D. ROOSEVELT BOARDWALK, New York, NY NA"
M8157,"PS 33, 9 AVE-BWT 26 & 27 STS, New York, NY NA"
R2783,"MERRYMOUNT & SHILOT STS, New York, NY 10314"
B7142,"BMT SHUTTLE @ BOTANIC GRDN & FLAT/EMPIRE, New York, NY 11225"
X8831,"PS 72 DEWEY AVE BET EDISON & LOGAN AVES, New York, NY 10465"
B7045,"BMT B&Q @ BEVERLY RD & E 16 ST, New York, NY 11226"
B7065,"BMT D&M @ 79 ST & NEW UTRECHT AVE, New York, NY NA"
R0784,"RIEGELMAN ST & ARNPRIOR ST, New York, NY 10302"
R1864,"GRAHAM BLVD & GRIMSBY ST, New York, NY 10305"
R4436,"AMBOY RD & PINE TERR, New York, NY 10312"
M8054,"CHELSEA VOC HS BROOME & DOMINICK STS, New York, NY NA"
Q0416,"STA 206-IND A&S-BCH 44 ST & RCWY FREEWAY, New York, NY NA"
Q8421,"PS 315 - 43-18 97 PL, New York, NY 11368"
M8213,"HARLEM RIVER DR - W 165 ST TO W 169 ST, New York, NY NA"
R3075,"AMBOY RD & SPRATT AVE  RVFD, New York, NY 10306"
B8558,"PS 215, AVE S & E 2 ST, New York, NY 11223"
Q7247,"BORDEN AVE & 43 ST, New York, NY 11377"
R4422,"LIPSETT AVE AND KINGHORN ST, New York, NY 10312"
R2871,"EDINBORO RD & RIGBY AVE/RVFD, New York, NY NA"
Q8080,"PS 113  79 AVE & 87 ST, New York, NY NA"
M8091,"WTC MEMORIAL 186 GREENWICH ST, New York, NY NA"
R2013,"BEDFORD AND NORTH RAILROAD AVES, New York, NY 10306"
Q8329,"PS 242 136-11 31 RD-LINDEN PL, New York, NY 11354"
R1105,"BENJAMIN DR & FRANCESCA LA, New York, NY 10303"
M8499,"H HUDSON PWY-DYCKMAN ST TO H HUDSON BRDG, New York, NY NA"
B8406,"P.S. 233, EAST 94TH ST. & AVENUE B., New York, NY NA"
B8208,"PS 167 SCHENECTADY AVE & EASTERN PARKWAY, New York, NY NA"
B8494,"FHR MARSHALL DR W. MCARTHUR RD BLDG 307, New York, NY 11209"
B8428,"PS 269 1957 NOSTRAND AVE/FOSTER AVE, New York, NY 11210"
M8066,"PARK WEST HS 10 AVE & 51 ST, New York, NY NA"
Q8407,"PS 223 125-20 SUTPHIN BLVD, New York, NY NA"
R8041,"US QUARANTINE STATION-BAY ST OPP.HOPE ST, New York, NY 10305"
R2948,"RICHMOND HILL RD AT LATOROURETTE/RVFD, New York, NY 10306"
M8117,"P.S. 751, E. 4 ST. BTW 1 & 2 AVES, New York, NY NA"
Q6471,"G.C.P. SVC RD & 247 ST, New York, NY 11362"
R4758,"LORETTO LANE AND HYLAN BLVD, New York, NY 10309"
X8521,"IS 555, JACKSON AVE & 145 ST, New York, NY 10455"
M8272,"PS 75, WEST END AVE BTW 95 & 96 STS, New York, NY 10025"
Q7219,"49 ST & 57 AVE, New York, NY 11378"
Q3503,"60 AVE & 134 ST, New York, NY 11355"
M8351,"H HUDSON PKWY - W 113 TO W 115 STS, New York, NY NA"
X4268,"RAWLINS AVE & BRUCKNER BLVD N/B, New York, NY 10465"
Q8100,"QNS CLGE-KIELY HALL 65-30 KISSENA BLVD, New York, NY NA"
B8610,"IS 346, PENNSYLVANIA AV & FREEPORT LOOP-, New York, NY NA"
R2370,"AMSTERDAM AV, 1000' E. OF ARLENE ST\OCEA, New York, NY NA"
B8572,"P.S. 188, NEPTUNE AVE & WEST 35TH ST., New York, NY NA"
M2019,"W THAMES ST & BATTERY PL, New York, NY 10280"
R0696,"CAPODANNO BLVD & DRURY AVE->, New York, NY 10305"
B8411,"PS 115 1500 E 92 ST/AVENUE M, New York, NY NA"
R0966,"WILLCOX ST & HEATHER CT, New York, NY 10303"
M8255,"FDR DR S/B RWAY AT E 84 ST, New York, NY NA"
R1358,"LIVERMORE AVE & DELMORE  ST, New York, NY 10314"
Q6303,"NORTHERN BLVD & 233 ST, New York, NY 11362"
M8223,"W SIDE HWY - W 66 TO W 68 STS, New York, NY NA"
X8798,"IS-HS 362X 900 E 229 ST, New York, NY NA"
Q6301,"NORTHERN BLVD & 231 ST, New York, NY 11363"
R2080,"BRYANT AND SOUTH RAILROAD AVES, New York, NY 10306"
Q8041,"PS 206 61-21 97 PLACE, New York, NY NA"
B8341,"PS-IS 798 - 699 JAMAICA AVE, New York, NY NA"
M8535,"PS/IS 263M - 202 SHERMAN AVE @ W 204 ST, New York, NY NA"
Q8339,"PS 28 -QLECC- 109-10 47 AVE-111 ST, New York, NY 11368"
R3493,"HILLSIDE AND GRANDVIEW TERRACES, New York, NY 10308"
R3295,"HEREFORD ST AND GIFFORDS LANE, New York, NY 10308"
Q6462,"76 AVE & 268 ST, New York, NY 11004"
R4022,"LAMONT AVE AND DEAD END (VERNON AVE), New York, NY 10309"
R0655,"HIGH ST & SUMMER ST->, New York, NY 10305"
Q8377,"QUEENS MID-TOWN HWY & BRIDGE, New York, NY NA"
R4838,"KEPPEL AVE & JOYCE LA, New York, NY 10307"
M8452,"NYFD CENTRAL OFFICE 79 ST & TRANSVERSE R, New York, NY NA"
R8036,"VZ BRIDGE ADMIN BLDG GARAGE AREA, New York, NY NA"
Q8031,"PS 100 111 AVE. & 118 ST, New York, NY NA"
M8220,"W SIDE HWY - W 57 ST TO W 61 ST, New York, NY NA"
B8303,"PS 130 70 OCEAN PWAY/ FT HAMILTON PWAY, New York, NY NA"
R4097,"BELFIELD AND DETROIT AVES, New York, NY 10312"
R2864,"CLARKE AVE & GILBERT ST\RICHMOND VFD, New York, NY 10306"
Q0269,"APPARATUS RENDEZVOUS POINT, ENTRANCE VIA, New York, NY NA"
B7067,"BMT D&M @ 20 AVE & 86 ST, New York, NY NA"
X8861,"BRONX ZOO SERVICE BLDG 185 ST & SOUTHERN, New York, NY NA"
B8255,"J.H.S. 88, 7TH AVE. & 19TH ST., New York, NY NA"
R2943,"WESTPORT ST & MARSH AVE, New York, NY 10314"
R2942,"RICHMOND HILL RD & SATURN LA/RVFD, New York, NY NA"
Q8129,"PS108  109 AVE & 109 ST, New York, NY NA"
X2469,"HPTM AVE B & 3 ST-VIA HALLECK ST, New York, NY 10474"
M8369,"W137 ST & AMSTERDAM AV-N. ACADEMIC CENTE, New York, NY NA"
M8374,"140 ST & CONVENT AV-CCNY-SCHL OF TECH, New York, NY NA"
X8839,"BX STATE HOSP PARKER BLDG RM1-192, New York, NY 10461"
B7357,"IRT 2&5 @ BEVERLY RD & NOSTRAND AVE, New York, NY NA"
B8045,"TRANSFIGURATION RC SCHL-250 HOOPER ST, New York, NY NA"
B7283,"IND G @ GREENPOINT & MANHATTAN AVES, New York, NY 11222"
Q8265,"PS 3 108-55  69 AVE., New York, NY NA"
Q8306,"PS/IS137 98ST & 109 AVE, New York, NY 10002"
X2379,"TRINITY AVE & TEASDALE PL, New York, NY 10456"
M8161,"COLER HOSP SWITCHBD RM ROOSEVELT IS, New York, NY NA"
Q1484,"ROCKAWAY PT BLVD 1500' W OF BCH 169 ST, New York, NY NA"
B8553,"CONEY ISLAND HOSP, OCEAN P'KWAY & AVE Z, New York, NY 11235"
Q6114,"IFO 205-17 34TH AVE AND 100 FT E OF INT, New York, NY 11361"
B8376,"P.S. 190 SHEFFIELD AVE NEAR RIVERDALE AV, New York, NY 11207"
R2845,"CORBIN AVE & ARTHUR KILL RD/RVFD, New York, NY 10308"
B8508,"PS 163 BENSON AV-BAY 14 ST & 17 AVE, New York, NY NA"
B8492,"FORT HAMILTON RES. WHITE & LEE AVES, New York, NY 11206"
B8168,"PS 137, SARATOGA AVE & CHAUNCEY ST, New York, NY NA"
B8292,"PS 371, 37TH ST & 4TH AVE, New York, NY NA"
R2872,"EDINBORO RD AT LIGHT HOUSE\RICHMOND VFD, New York, NY 10306"
M8262,"P.S. 169, 110 EAST 88 ST., New York, NY NA"
B7078,"BMT N @ AVE U & W 8 ST, New York, NY NA"
Q8273,"NEWTOWN H.S. 48-01  90 ST., New York, NY NA"
R4149,"COSMEN ST AND ENGLEWOOD AVE, New York, NY 10309"
R3157,"MEREDITH & CANNON AVES\OCEANIC VFD, New York, NY 10314"
B7292,"IND G @ FULTON ST & LAFAYETTE AVE, New York, NY 11217"
Q4131,"62 AVE & 63 ST, New York, NY 11379"
Q8033,"PS 80 137 AVE & 173 ST., New York, NY NA"
Q3301,"W/S CLEARVIEW EXPY & UNION TURNPIKE, New York, NY 11427"
Q8180,"PS 154 75-02 162 ST., New York, NY NA"
R2637,"OAK AVE AND AMHERST ST, New York, NY 10306"
X8852,"PS 181 800 BAYCHESTER AVE/DONZETTI PL, New York, NY 10475"
R3792,"VICTORIA RD & MANCHESTER DR-NOB HILL, New York, NY 10312"
M8415,"H HUDSON PWAY L/L S/B TOLL BOOTH, New York, NY NA"
Q8010,"19-19 BROOKHAVEN AVE, ST JOHNS HOSP., New York, NY NA"
R8054,"PS 48,1055 TARGEE & VENICE-CEB PALSY UNT, New York, NY 10304"
Q4358,"E/S WHITESTONE EXPY & 7 AVE, New York, NY 11357"
R1465,"RARITAN AND NORTH RAILROAD AVES, New York, NY 10304"
B8407,"PS114 RESEN AV BET FARRAGUT & GLENWOOD R, New York, NY NA"
B7346,"IRT 3 @ SUTTER AVE & RUTLAND RD/E98 ST, New York, NY NA"
M8271,"PS 198 3 AVE & E 95 ST, New York, NY NA"
Q8376,"QUEENS MID-TOWN HWY & TUNNEL BRID, New York, NY 11101"
R8050,"P.S. 22 SANDERS ST. & MONSEY PL., New York, NY NA"
R4691,"WILBUR ST & VAN WYCK AVE, New York, NY 10309"
B0498,"PROJ 125'N OF WILLOUGHBY ST & HUDSON AVE, New York, NY 11201"
Q0081,"CITI FIELD 500' NE OF ROOSEVELT AVE, New York, NY NA"
M8236,"HUNTER COLLEGE 68 ST. BET PARK & LEX. AV, New York, NY NA"
B7077,"BMT N @ KINGS HWY & W 8 ST, New York, NY NA"
M8845,"ROOSEVELT ISL TRAM - CP-1 TRAMWAY PLZ, New York, NY NA"
B7123,"BMT L @ GRAND ST &  BUSHWICK AVE, New York, NY NA"
B7246,"IND F @ AVE I & MCDONALD AVE, New York, NY 11230"
X4444,"DECON UNITS OUT OF SERVICE, New York, NY NA"
X8557,"PS/IS 194-WATERBURY & ZEREGA AVE, New York, NY NA"
X4641,"K MART BAY PLAZA MALL, New York, NY NA"
Q8231,"PS 127 25 AVE & 99 ST.., New York, NY 11369"
Q8249,"PS 140 116 AVE & 166 ST, New York, NY 11434"
B8108,"P.S. 32, HOYT & PRESIDENT STREETS, New York, NY NA"
B8533,"SHEEPSHEAD BAY HS BATCHELDER ST & AVE X, New York, NY NA"
R8032,"BAYLEY SETON HOSP VANDERBILT AV & BAY ST, New York, NY NA"
Q8146,"J.H.S. 59 GRAYSON & RIDGEDALE ST., New York, NY NA"
B8044,"BQ EXPY W/B AT FLUSHING AV OVERPASS, New York, NY 11249"
Q2374,"S/B CI PWAY 1.5 MI S OF HEMPSTEAD AVE, New York, NY NA"
Q8425,"PS/IS 314 - 88-08 164 ST, New York, NY NA"
B8581,"AQUARIUM W 6TH ST. & BOARD WALK, New York, NY NA"
Q0491,"STA 191-IND A- 88 ST/BOYD AVE & LIBERTY, New York, NY NA"
M8425,"HOLLAND TUNL W/B HUDSON ST & BROOME ST, New York, NY NA"
Q8302,"BEACH CHANNEL HS, 100-00 BEACH CHANNEL D, New York, NY 11694"
Q7015,"55 RD & 44 ST, New York, NY 11378"
Q0459,"STA 459-IRT 7-40ST-LOWERY ST & QUEENS BL, New York, NY NA"
M8113,"PS 91 FORSYTH ST & STANTON ST, New York, NY NA"
M8353,"H HUDSON PKWY - W 120 ST, New York, NY NA"
M8283,"E97 ST & 1 AVE-METROPOLITAN HOSP., New York, NY NA"
Q1751,"SHORE PKWY SVC RD & 89 ST, New York, NY 11414"
R1605,"FLAGG CT 300 FT N. OF COPPERFLAGG LA, New York, NY 10304"
M8242,"PS87 AMSTERDAM AV-BTW 77 & 78 STS, New York, NY NA"
B8597,"POLICE AVIATION UNIT S HANGAR 4 F B FIEL, New York, NY NA"
B8196,"PS 138 PROSPECT PL BET ROGERS & NOSTRAND, New York, NY NA"
M8162,"NYPA HELIPORT 30 ST & HUDSON RIV, New York, NY 10018"
R2795,"FREEDOM AV & DOE CT/OCEANIC VFD, New York, NY 10314"
M4444,"DECON UNITS OUT OF SERVICE, New York, NY NA"
R2686,"AVISTON ST AND AMHERST ST, New York, NY 10306"
R8027,"PS 4 ARDEN AVE & NEDRA LA, New York, NY 10312"
R1090,"RIDGE LOOP & OLD FARMERS LA, New York, NY 10304"
B8230,"BELT PKWY BET 1 & 2 AVES, New York, NY 11220"
Q0039,"LG AIRPORT TERM BLDG AT FREIGHT RAMP-VIA, New York, NY NA"
R8162,"PS 62R @ 644 BLOOMINGDALE RD, New York, NY NA"
B4444,"DECON UNITS OUT OF SERVICE, New York, NY 11213"
B8247,"PS 321 180 7 AVE/ 2 ST, New York, NY NA"
Q0462,"STA 462-IRT 7- 45 RD & 23ST-COURT HSE SQ, New York, NY NA"
B7135,"BMT L @ LIVONIA & VAN SINDEREN AVES, New York, NY NA"
Q8467,"PS 280Q - 34-20 94 ST - 35 AVE, New York, NY 11372"
X4507,"ELMTREE LA & FOREST RD/CITY LINE, New York, NY NA"
B7062,"BMT D&M @ 55 ST & NEW UTRECHT AVE, New York, NY NA"
B8497,"F.H.R., WHITE AVE. & WALKE AVE. BLDG 105, New York, NY 11209"
Q8268,"PS 157 102 ST BET 64 AV & 63 DRIVE, New York, NY NA"
M8451,"H HUDSON PKWY - W 86 TO W 89 STS, New York, NY NA"
X4481,"CARVER LOOP WEST, OPP BLDG #11, New York, NY 10475"
X4267,"CRIMI RD 1000' S OF PELHAM PWAY, New York, NY 10465"
M8052,"JHS22 111 COLUMBIA ST AT RIVINGTON ST, New York, NY NA"
M8800,"N Y CORNELL BURN CENTER 7FL 520 E 70 ST, New York, NY NA"
M8114,"PS 20-166 ESSEX ST,AT STANTON ST, New York, NY NA"
Q1304,"ELIZABETH AVE & BARBADOES DR, New York, NY 11692"
X4509,"ELMTREE LA & BEECH TREE LA/CITY LINE, New York, NY 10464"
Q8279,"PS 237 46-21 COLDEN ST., New York, NY 11355"
R8066,"SEAVIEW HOSP. ADMIN. BLDG., New York, NY NA"
X8756,"P.S.76, BRONXWOOD & ADEE AVES, New York, NY NA"
M0950,"QUEENSBORO BRIDGE, New York, NY NA"
X8676,"P.S.58, WASHINGTON AVE & 176TH ST, New York, NY NA"
R1390,"VOGEL LOOP & VOGEL LA NORTH, New York, NY 10314"
R3563,"HAMPTON GREEN & REGENT CIR-VILLAGE GREEN, New York, NY 10312"
Q0499,"STA199-IND A&S-BROAD CH-WEST RD & E 8 RD, New York, NY 11693"
B8433,"BROOKLYN COLLEGE, AVENUE H & OCEAN AVE., New York, NY NA"
