,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
234,MANHATTAN,GREENWICH ST & SPRING ST,326,Initial Alarm,Private Fire Alarm,3,102,2,10,50,3,2017-07-19T08:18:13.000,2017-07-19T08:17:54.000,2017-07-19T08:22:42.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-07-19T08:25:00.000,2017-07-19T08:17:04.000,338,288,2,1,1,1.72E+15,N,Y,10013,"GREENWICH ST & SPRING ST, New York, NY 10013",40.7219357,-74.0098003
235,BROOKLYN,VANDERBILT & DEKALB AVES,628,Initial Alarm,EMS Link/Medical,35,302,13,8,5,1,2017-01-28T18:56:02.000,2017-01-28T18:55:43.000,2017-01-28T18:59:33.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-01-28T19:13:12.000,2017-01-28T18:55:38.000,235,230,0,0,88,1.70E+15,N,Y,11205,"VANDERBILT & DEKALB AVES, New York, NY 11205",40.689462,-73.969074
236,BROOKLYN,QUENTIN RD & E 23 ST,3264,Initial Alarm,PD Link/Medical,48,315,22,9,4,1,2017-11-23T19:03:52.000,2017-11-23T19:03:11.000,2017-11-23T19:08:24.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-11-23T19:14:59.000,2017-11-23T19:03:07.000,317,313,0,0,61,1.73E+15,N,Y,11229,"QUENTIN RD & E 23 ST, New York, NY 11229",40.609122,-73.950304
237,BRONX,MAITLAND AND MAYFLOWER AVES,4231,Initial Alarm,EMS Link/Medical,13,210,8,14,6,1,2017-02-24T06:22:28.000,2017-02-24T06:22:02.000,2017-02-24T06:27:58.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-02-24T07:58:05.000,2017-02-24T06:21:56.000,362,356,0,0,45,1.71E+15,N,Y,10461,"MAITLAND AND MAYFLOWER AVES, New York, NY 10461",40.8407059,-73.8346652
238,BROOKLYN,17 AVE & 86 ST,2834,Initial Alarm,UCT/911,43,311,20,11,22,3,2017-06-07T22:34:46.000,2017-06-07T22:34:28.000,2017-06-07T22:37:44.000,First Alarm,BROOKLYN,Odor - Other Smoke,NonMedical Emergencies,2017-06-07T22:45:48.000,2017-06-07T22:34:06.000,218,196,2,1,62,1.72E+15,N,Y,11214,"17 AVE & 86 ST, New York, NY 11214",40.608594,-74.004855
239,MANHATTAN,8 AVE & W 57 ST,915,Initial Alarm,PD Link/Medical,3,104,2,12,8,1,2017-05-17T23:08:43.000,2017-05-17T23:08:15.000,2017-05-17T23:12:56.000,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-05-17T23:26:11.000,2017-05-17T23:08:07.000,289,281,0,0,18,1.71E+15,N,Y,10019,"8 AVE & W 57 ST, New York, NY 10019",40.8165192,-73.9465432
240,QUEENS,54 AVE & 217 ST,3828,Initial Alarm,EMS Link/Medical,23,411,26,6,8,1,2017-01-09T02:28:44.000,2017-01-09T02:28:32.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-01-09T02:35:39.000,2017-01-09T02:28:24.000,0,0,0,0,111,1.70E+15,N,N,11364,"54 AVE & 217 ST, New York, NY 11364",40.752417,-73.762826
241,QUEENS,ROCKAWAY BLVD & 105 ST,5188,Initial Alarm,PD Link/Medical,32,410,27,8,43,1,2017-08-03T11:52:18.000,2017-08-03T11:51:56.000,2017-08-03T11:54:27.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-08-03T12:03:42.000,2017-08-03T11:51:13.000,194,151,0,0,106,1.72E+15,N,Y,11417,"ROCKAWAY BLVD & 105 ST, New York, NY 11417",40.6742403,-73.8006001
242,MANHATTAN,8 AVE & W 39 ST,761,Initial Alarm,Private Fire Alarm,3,104,2,10,43,1,2017-03-16T08:09:49.000,2017-03-16T08:09:19.000,2017-03-16T08:31:02.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-03-16T08:34:22.000,2017-03-16T08:08:36.000,1346,1303,0,1,14,1.71E+15,N,N,10018,"8 AVE & W 39 ST, New York, NY 10018",40.8165192,-73.9465432
243,BROOKLYN,BELMONT AVE & BARBEY ST,1767,Initial Alarm,PD Link/Medical,37,305,19,8,27,1,2017-07-05T13:00:30.000,2017-07-05T13:00:10.000,2017-07-05T13:04:36.000,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-07-05T13:08:37.000,2017-07-05T12:59:43.000,293,266,0,0,75,1.72E+15,N,N,11207,"BELMONT AVE & BARBEY ST, New York, NY 11207",40.8510797,-73.8879979
244,BROOKLYN,OCEAN PWAY & OCEANVIEW AVE,3575,Initial Alarm,UCT/911,48,313,21,8,16,1,2017-10-18T12:12:26.000,2017-10-18T12:12:10.000,2017-10-18T12:15:22.000,First Alarm,BROOKLYN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-10-18T12:32:48.000,2017-10-18T12:11:54.000,208,192,1,0,60,1.73E+15,N,Y,11235,"OCEAN PWAY & OCEANVIEW AVE, New York, NY 11235",40.6134805,-73.968504
245,MANHATTAN,CHURCH & CHAMBERS STS,116,Initial Alarm,EMS Link/Medical,1,101,2,10,4,1,2017-12-11T11:17:24.000,2017-12-11T11:17:00.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-12-11T11:21:16.000,2017-12-11T11:16:56.000,0,0,0,0,1,1.73E+15,N,N,10007,"CHURCH & CHAMBERS STS, New York, NY 10007",40.71494,-74.007964
246,BROOKLYN,GRAHAM AVE & MOORE ST,344,Initial Alarm,EMS Link/Medical,34,301,14,7,7,1,2017-09-26T11:15:51.000,2017-09-26T11:15:31.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-09-26T11:17:34.000,2017-09-26T11:15:24.000,0,0,0,0,90,1.73E+15,N,N,11206,"GRAHAM AVE & MOORE ST, New York, NY 11206",40.7123777,-73.944034
247,BRONX,E 149 ST & COURTLANDT AVE,2225,Initial Alarm,PD Link/Medical,17,201,7,15,9,1,2017-06-01T18:58:09.000,2017-06-01T18:57:48.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-06-01T19:00:32.000,2017-06-01T18:57:39.000,0,0,0,0,40,1.72E+15,N,N,10451,"E 149 ST & COURTLANDT AVE, New York, NY 10451",40.8147226,-73.9143082
248,BROOKLYN,DUMONT AV-500' E. OF ROCKAWAY AV,1669,Initial Alarm,EMS Link/Medical,41,316,23,9,5,1,2017-03-03T07:38:13.000,2017-03-03T07:37:42.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-03-03T07:40:16.000,2017-03-03T07:37:37.000,0,0,0,0,73,1.71E+15,N,N,11212,"DUMONT AV-500' E. OF ROCKAWAY AV, New York, NY 11212",40.6650907,-73.9004071
249,BRONX,LACONIA AVE & E 218 ST,3664,Initial Alarm,UCT/911,12,212,11,16,14,1,2017-05-06T20:59:14.000,2017-05-06T20:58:55.000,2017-05-06T21:02:47.000,First Alarm,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,2017-05-06T21:08:21.000,2017-05-06T20:58:41.000,246,232,1,0,47,1.71E+15,N,Y,10469,"LACONIA AVE & E 218 ST, New York, NY 10469",40.8750923,-73.8550562
250,MANHATTAN,LEXINGTON AVE & 113 ST,1362,Initial Alarm,EMS Link/Medical,8,111,4,13,6,1,2017-04-02T21:47:33.000,2017-04-02T21:47:01.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-04-02T21:51:04.000,2017-04-02T21:46:55.000,0,0,0,0,23,1.71E+15,N,N,10029,"LEXINGTON AVE & 113 ST, New York, NY 10029",40.7382169,-73.9856803
251,RICHMOND / STATEN ISLAND,NEW DORP LA & HYLAN BLVD,2216,Initial Alarm,PD Link/Medical,50,502,31,11,188,1,2017-06-30T19:16:25.000,2017-06-30T19:15:59.000,NA,First Alarm,RICHMOND / STATEN ISLAND,Medical - PD Link 10-91,Medical Emergencies,2017-06-30T19:19:37.000,2017-06-30T19:12:51.000,0,0,0,0,122,1.72E+15,N,N,10306,"NEW DORP LA & HYLAN BLVD, New York, NY 10306",40.7127753,-74.0059728
252,MANHATTAN,AVENUE D & 6 ST,434,Initial Alarm,EMS Link/Medical,2,103,1,7,7,1,2017-08-01T11:57:27.000,2017-08-01T11:56:19.000,2017-08-01T12:01:05.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-08-01T12:14:38.000,2017-08-01T11:56:12.000,293,286,0,0,9,1.72E+15,N,Y,10009,"AVENUE D & 6 ST, New York, NY 10009",40.722503,-73.976913
253,QUEENS,CULLMAN AVE & COMMONWEALTH BLVD,6472,Initial Alarm,EMS Link/Medical,23,413,26,3,11,1,2017-04-03T10:50:21.000,2017-04-03T10:49:30.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-04-03T10:52:39.000,2017-04-03T10:49:19.000,0,0,0,0,105,1.71E+15,N,N,11426,"CULLMAN AVE & COMMONWEALTH BLVD, New York, NY 11426",40.75223,-73.728558
254,BROOKLYN,RIDGEWOOD AVE & PINE ST,1854,Initial Alarm,EMS Link/Medical,37,305,19,7,3,1,2017-10-12T23:07:02.000,2017-10-12T23:06:37.000,2017-10-12T23:10:26.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-10-12T23:16:39.000,2017-10-12T23:06:34.000,232,229,0,0,75,1.73E+15,N,Y,11208,"RIDGEWOOD AVE & PINE ST, New York, NY 11208",40.685181,-73.873655
255,MANHATTAN,E 13 ST & AVE C\LOISAIDA AVE,467,Initial Alarm,EMS Link/Medical,2,103,1,12,9,1,2017-05-07T14:37:18.000,2017-05-07T14:36:21.000,2017-05-07T14:39:55.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-05-07T14:41:21.000,2017-05-07T14:36:12.000,223,214,0,0,9,1.71E+15,N,Y,10009,"E 13 ST & AVE C\LOISAIDA AVE, New York, NY 10009",40.7311553,-73.9842462
256,MANHATTAN,LEXINGTON AVE & E 131 ST,1536,Initial Alarm,Phone,9,111,5,13,25,1,2017-11-20T09:28:54.000,2017-11-20T09:28:37.000,2017-11-20T09:33:19.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-11-20T09:53:32.000,2017-11-20T09:28:12.000,307,282,0,0,25,1.73E+15,N,Y,10037,"LEXINGTON AVE & E 131 ST, New York, NY 10037",40.7382169,-73.9856803
257,MANHATTAN,7 AVE & W 50 ST,855,Initial Alarm,EMS Link/Medical,4,105,2,12,759,1,2017-07-20T10:39:55.000,2017-07-20T10:39:22.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-07-20T10:40:43.000,2017-07-20T10:26:43.000,0,0,0,0,18,1.72E+15,N,N,10019,"7 AVE & W 50 ST, New York, NY 10019",40.667258,-73.9815295
258,BROOKLYN,AVENUE O & W 5 ST,2956,Initial Alarm,UCT/911,44,311,21,10,7,3,2017-07-22T00:23:28.000,2017-07-22T00:23:13.000,2017-07-22T00:25:48.000,First Alarm,BROOKLYN,Manhole Fire - Seeping Smoke,NonStructural Fires,2017-07-22T00:36:17.000,2017-07-22T00:23:06.000,162,155,2,1,62,1.72E+15,N,Y,11204,"AVENUE O & W 5 ST, New York, NY 11204",40.610747,-73.979199
259,BROOKLYN,JAMAICA AVE & CHESTNUT ST,1851,Initial Alarm,PD Link/Medical,37,305,19,7,6,1,2017-06-15T07:44:42.000,2017-06-15T07:44:21.000,2017-06-15T07:46:43.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-06-15T08:01:23.000,2017-06-15T07:44:15.000,148,142,0,0,75,1.72E+15,N,Y,11208,"JAMAICA AVE & CHESTNUT ST, New York, NY 11208",40.7022991,-73.8038488
260,BRONX,LYDIG AVE & MULINER AVE,3236,Initial Alarm,EMS Link/Medical,13,211,11,14,9,1,2017-12-26T09:33:46.000,2017-12-26T09:33:34.000,2017-12-26T09:39:01.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-12-26T09:52:47.000,2017-12-26T09:33:25.000,336,327,0,0,49,1.74E+15,N,Y,10462,"LYDIG AVE & MULINER AVE, New York, NY 10462",40.854368,-73.8610683
261,BRONX,WALLACE AVE & PELHAM PWAY S,3226,Initial Alarm,UCT/911,13,211,11,14,8,3,2017-10-07T16:00:12.000,2017-10-07T15:59:56.000,2017-10-07T16:05:51.000,First Alarm,BRONX,Other Commercial Building Fire,Structural Fires,2017-10-07T16:37:12.000,2017-10-07T15:59:48.000,363,355,2,1,49,1.73E+15,N,Y,10462,"WALLACE AVE & PELHAM PWAY S, New York, NY 10462",40.8585752,-73.8646474
262,QUEENS,109 AVE & 114 ST,5259,DEFAULT RECORD,UCT/911,28,410,27,5,20,2,2017-08-22T06:01:23.000,2017-08-22T06:01:06.000,2017-08-22T06:04:43.000,First Alarm,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,2017-08-22T06:09:35.000,2017-08-22T06:00:46.000,237,217,2,1,106,1.72E+15,N,Y,11420,"109 AVE & 114 ST, New York, NY 11420",40.6891769,-73.835463
263,BRONX,BRONX BLVD & 236 ST,3858,Initial Alarm,EMS Link/Medical,11,212,11,16,7,1,2017-07-20T11:11:40.000,2017-07-20T11:11:02.000,2017-07-20T11:14:15.000,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-07-20T11:15:05.000,2017-07-20T11:10:55.000,200,193,0,0,47,1.72E+15,N,N,10466,"BRONX BLVD & 236 ST, New York, NY 10466",40.8897135,-73.863827
264,BRONX,UNION AVE & 165 ST,2514,Initial Alarm,Private Fire Alarm,17,203,12,15,50,1,2017-10-22T19:36:29.000,2017-10-22T19:36:16.000,2017-10-22T19:40:39.000,First Alarm,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-10-22T19:52:17.000,2017-10-22T19:35:26.000,313,263,1,1,42,1.73E+15,N,Y,10459,"UNION AVE & 165 ST, New York, NY 10459",40.824385,-73.901176
265,BROOKLYN,VAN SINDEREN AVE & FULTON ST,1795,Initial Alarm,PD Link/Medical,37,316,23,8,7,1,2017-07-06T16:50:39.000,2017-07-06T16:50:15.000,2017-07-06T16:53:53.000,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-07-06T16:56:57.000,2017-07-06T16:50:08.000,225,218,0,0,73,1.72E+15,N,Y,11233,"VAN SINDEREN AVE & FULTON ST, New York, NY 11233",40.6661736,-73.9010758
266,MANHATTAN,8 AVE & 47 ST,832,Initial Alarm,Phone,3,104,2,10,42,2,2017-08-23T13:52:04.000,2017-08-23T13:51:43.000,2017-08-23T13:54:22.000,First Alarm,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,2017-08-23T14:03:05.000,2017-08-23T13:51:01.000,201,159,2,1,18,1.72E+15,N,Y,10036,"8 AVE & 47 ST, New York, NY 10036",40.8165192,-73.9465432
267,MANHATTAN,BROADWAY & 68 ST,996,Initial Alarm,UCT/911,6,107,3,10,22,4,2017-03-28T19:01:55.000,2017-03-28T19:01:36.000,2017-03-28T19:07:40.000,First Alarm,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,2017-03-28T19:39:41.000,2017-03-28T19:01:14.000,386,364,4,2,20,1.71E+15,N,Y,10023,"BROADWAY & 68 ST, New York, NY 10023",40.775524,-73.982267
268,BRONX,WALTON AVE & MCCLELLAN ST,2568,Initial Alarm,EMS Link/Medical,16,204,9,15,9,1,2017-07-06T20:08:43.000,2017-07-06T20:08:02.000,2017-07-06T20:12:45.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-07-06T20:21:35.000,2017-07-06T20:07:53.000,292,283,0,0,44,1.72E+15,N,Y,10452,"WALTON AVE & MCCLELLAN ST, New York, NY 10452",40.8386546,-73.9166653
269,MANHATTAN,8 AVE & W 35 ST,725,Initial Alarm,PD Link/Medical,3,104,2,10,8,1,2017-03-12T13:58:45.000,2017-03-12T13:58:35.000,NA,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-03-12T14:02:25.000,2017-03-12T13:58:27.000,0,0,0,0,14,1.71E+15,N,N,10018,"8 AVE & W 35 ST, New York, NY 10018",40.8165192,-73.9465432
270,BROOKLYN,12 AVE & 45 ST,2703,Initial Alarm,UCT/911,44,312,15,10,8,0,2017-04-13T17:45:01.000,2017-04-13T17:44:33.000,2017-04-13T17:48:20.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-04-13T18:15:59.000,2017-04-13T17:44:25.000,235,227,1,0,66,1.71E+15,N,Y,11219,"12 AVE & 45 ST, New York, NY 11219",40.638603,-73.991975
271,QUEENS,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,8388,Initial Alarm,PD Link/Medical,24,408,25,6,24,3,2017-12-24T19:46:15.000,2017-12-24T19:46:05.000,2017-12-24T19:54:26.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-12-24T20:49:22.000,2017-12-24T19:45:41.000,525,501,3,1,107,1.74E+15,N,Y,11367,"LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD, New York, NY 11367",NA,NA
272,BROOKLYN,EVERGREEN AVE & LINDEN ST,826,Initial Alarm,EMS Link/Medical,34,304,32,7,6,1,2017-08-18T11:08:12.000,2017-08-18T11:07:42.000,2017-08-18T11:10:39.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-08-18T11:26:44.000,2017-08-18T11:07:36.000,183,177,0,0,83,1.72E+15,N,Y,11221,"EVERGREEN AVE & LINDEN ST, New York, NY 11221",40.6928151,-73.9212033
273,BROOKLYN,5 AVE & 45 ST,1467,Initial Alarm,EMS Link/Medical,38,307,15,7,8,1,2017-03-27T18:22:31.000,2017-03-27T18:22:03.000,2017-03-27T18:26:22.000,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-03-27T18:27:20.000,2017-03-27T18:21:55.000,267,259,0,0,72,1.71E+15,N,Y,11220,"5 AVE & 45 ST, New York, NY 11220",40.7314123,-73.9969848
274,BROOKLYN,DUMONT & SCHENCK AVES,2016,DEFAULT RECORD,UCT/911,42,305,19,8,17,3,2017-01-02T13:02:35.000,2017-01-02T13:02:21.000,2017-01-02T13:05:34.000,First Alarm,BROOKLYN,Non-Medical MFA - Phone,NonMedical MFAs,2017-01-02T13:08:27.000,2017-01-02T13:02:04.000,210,193,2,1,75,1.70E+15,N,Y,11207,"DUMONT & SCHENCK AVES, New York, NY 11207",40.9406541,-73.9968051
275,BROOKLYN,OCEANVIEW AVE & BRIGHTON 8 ST,3653,Initial Alarm,EMS Link/Medical,48,313,21,8,10,1,2017-09-10T23:47:00.000,2017-09-10T23:46:31.000,2017-09-10T23:50:23.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-09-11T00:17:20.000,2017-09-10T23:46:21.000,242,232,0,0,60,1.73E+15,N,Y,11235,"OCEANVIEW AVE & BRIGHTON 8 ST, New York, NY 11235",40.57819,-73.9681725
276,BROOKLYN,GRAVESEND NECK RD & E 14 ST,3310,Initial Alarm,UCT/911,48,315,22,11,11,1,2017-08-03T10:58:00.000,2017-08-03T10:57:39.000,2017-08-03T10:59:45.000,First Alarm,BROOKLYN,Utility Emergency - Electric,NonMedical Emergencies,2017-08-03T11:04:55.000,2017-08-03T10:57:28.000,137,126,0,0,61,1.72E+15,N,Y,11229,"GRAVESEND NECK RD & E 14 ST, New York, NY 11229",40.5945585,-73.9594498
277,QUEENS,BRIDGE PLAZA S & CRESCENT ST,7159,Initial Alarm,PD Link/Medical,26,402,30,12,6,1,2017-03-07T00:19:35.000,2017-03-07T00:18:49.000,2017-03-07T00:25:09.000,First Alarm,QUEENS,Medical - PD Link 10-91,Medical Emergencies,2017-03-07T00:29:06.000,2017-03-07T00:18:43.000,386,380,0,0,108,1.71E+15,N,Y,11101,"BRIDGE PLAZA S & CRESCENT ST, New York, NY 11101",40.751849,-73.939794
278,MANHATTAN,2 AVE & 123 ST,1461,Initial Alarm,UCT/911,8,111,4,13,9,0,2017-04-30T09:57:34.000,2017-04-30T09:57:15.000,2017-04-30T10:00:59.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-04-30T10:12:23.000,2017-04-30T09:57:06.000,233,224,1,0,25,1.71E+15,N,Y,10035,"2 AVE & 123 ST, New York, NY 10035",40.801458,-73.93454
279,BROOKLYN,E/S HICK ST 400' N. OF DEGRAW ST,511,Initial Alarm,Private Fire Alarm,39,306,15,7,81,1,2017-07-02T01:33:40.000,2017-07-02T01:33:14.000,2017-07-02T01:37:47.000,First Alarm,BROOKLYN,Private Dwelling Fire,Structural Fires,2017-07-02T02:23:35.000,2017-07-02T01:31:53.000,354,273,1,0,76,1.72E+15,N,Y,11231,"E/S HICK ST 400' N. OF DEGRAW ST, New York, NY 11231",40.6772802,-74.0094471
280,MANHATTAN,WEST END AVE & 62 ST,957,Initial Alarm,UCT/911,6,107,3,10,6,0,2017-12-28T17:24:44.000,2017-12-28T17:23:35.000,2017-12-28T17:27:52.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-28T17:38:18.000,2017-12-28T17:23:29.000,263,257,1,0,20,1.74E+15,N,Y,10023,"WEST END AVE & 62 ST, New York, NY 10023",40.7872597,-73.9790563
281,QUEENS,57 AVE & 98 ST,9209,Initial Alarm,PD Link/Medical,21,404,24,14,7,1,2017-11-29T04:54:19.000,2017-11-29T04:53:59.000,2017-11-29T05:10:17.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-11-29T05:14:50.000,2017-11-29T04:53:52.000,985,978,0,0,110,1.73E+15,N,N,11368,"57 AVE & 98 ST, New York, NY 11368",40.737682,-73.8623
282,BROOKLYN,FLATBUSH AVE & REGENT PL,1557,Initial Alarm,EMS Link/Medical,40,314,22,9,9,1,2017-07-02T14:24:20.000,2017-07-02T14:24:01.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-07-02T14:26:43.000,2017-07-02T14:23:52.000,0,0,0,0,70,1.72E+15,N,N,11226,"FLATBUSH AVE & REGENT PL, New York, NY 11226",40.6307828,-73.9455011
283,BROOKLYN,4 AVE & 38 ST,1451,Initial Alarm,UCT/911,38,307,15,7,3,0,2017-10-11T19:48:50.000,2017-10-11T19:48:27.000,2017-10-11T19:53:16.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-10-11T20:02:56.000,2017-10-11T19:48:24.000,292,289,1,0,72,1.73E+15,N,Y,11232,"4 AVE & 38 ST, New York, NY 11232",40.6763747,-73.9850181
284,BROOKLYN,JORALEMON & HICKS STS,487,Initial Alarm,UCT/911,33,302,13,7,13,2,2017-05-21T00:02:02.000,2017-05-21T00:01:47.000,2017-05-21T00:03:40.000,First Alarm,BROOKLYN,Odor - Other Smoke,NonMedical Emergencies,2017-05-21T00:15:19.000,2017-05-21T00:01:34.000,126,113,2,1,84,1.71E+15,N,Y,11201,"JORALEMON & HICKS STS, New York, NY 11201",40.6930763,-73.9946294
285,QUEENS,97 AVE & 121 ST,6049,Initial Alarm,EMS Link/Medical,28,409,28,5,12,1,2017-01-15T11:02:06.000,2017-01-15T11:01:51.000,2017-01-15T11:05:55.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-01-15T11:34:40.000,2017-01-15T11:01:39.000,256,244,0,0,102,1.70E+15,N,Y,11419,"97 AVE & 121 ST, New York, NY 11419",40.6851038,-73.8498054
286,BROOKLYN,BUSHWICK & VAN BUREN ST,756,Initial Alarm,UCT/911,34,304,32,7,17,2,2017-01-24T18:51:36.000,2017-01-24T18:51:23.000,2017-01-24T18:53:45.000,First Alarm,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,2017-01-24T19:00:23.000,2017-01-24T18:51:06.000,159,142,2,1,83,1.70E+15,N,Y,11221,"BUSHWICK & VAN BUREN ST, New York, NY 11221",40.6944282,-73.9212858
287,BRONX,E TREMONT AVE & MAPES AVE,2975,Initial Alarm,UCT/911,17,206,12,15,13,1,2017-10-02T21:19:11.000,2017-10-02T21:18:52.000,NA,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-10-02T21:20:23.000,2017-10-02T21:18:39.000,0,0,0,0,48,1.73E+15,N,N,10460,"E TREMONT AVE & MAPES AVE, New York, NY 10460",40.8410515,-73.864427
288,QUEENS,68 RD & 79 ST,4508,DEFAULT RECORD,UCT/911,30,405,24,6,14,3,2017-11-22T19:23:51.000,2017-11-22T19:23:34.000,2017-11-22T19:26:45.000,First Alarm,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,2017-11-22T19:30:39.000,2017-11-22T19:23:20.000,205,191,2,1,104,1.73E+15,N,Y,11379,"68 RD & 79 ST, New York, NY 11379",40.7104186,-73.874322
289,BROOKLYN,HENRY ST & UNION ST,598,Initial Alarm,UCT/911,39,306,15,7,9,2,2017-01-03T10:33:11.000,2017-01-03T10:32:58.000,2017-01-03T10:36:43.000,First Alarm,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,2017-01-03T11:14:15.000,2017-01-03T10:32:49.000,234,225,2,1,76,1.70E+15,N,Y,11231,"HENRY ST & UNION ST, New York, NY 11231",40.7134469,-73.9893645
290,BRONX,VYSE AVE & E 174 ST,2913,Initial Alarm,Private Fire Alarm,17,203,12,15,56,1,2017-01-13T18:06:03.000,2017-01-13T18:05:45.000,2017-01-13T18:09:55.000,First Alarm,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-01-13T18:19:12.000,2017-01-13T18:04:49.000,306,250,1,1,42,1.70E+15,N,Y,10460,"VYSE AVE & E 174 ST, New York, NY 10460",40.836767,-73.8859625
291,BRONX,BAILEY AVE & W 238 ST,3538,Initial Alarm,PD Link/Medical,11,208,10,13,7,1,2017-11-25T01:36:48.000,2017-11-25T01:36:26.000,2017-11-25T01:42:42.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-11-25T01:43:04.000,2017-11-25T01:36:19.000,383,376,0,0,50,1.73E+15,N,Y,10463,"BAILEY AVE & W 238 ST, New York, NY 10463",40.884033,-73.897984
292,MANHATTAN,151 ST & MACOMB'S PL,1653,Initial Alarm,Phone,9,110,5,13,55,2,2017-09-10T20:48:43.000,2017-09-10T20:48:24.000,2017-09-10T20:52:06.000,First Alarm,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,2017-09-10T20:57:23.000,2017-09-10T20:47:29.000,277,222,2,1,32,1.73E+15,N,Y,10039,"151 ST & MACOMB'S PL, New York, NY 10039",40.82633,-73.938416
